TAG,TEXT,LINK
<p>,"One Assistant Professor by rotation in order of Seniority","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"(1.3.2019 to 31.12.2020)","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Dr. Vikas Handa","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Assistant Professor","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Department of Biotechnology","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"(xv)","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Director, National Institute of Technical Teachers’ Training & Research, Chandigarh","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Prof. S.S. Pattnaik","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Director","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"National Institute of Technical Teachers’ Training & Research","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Sector 26","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"CHANDIGARH - 160 019.","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"(xvi)","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Registrar, (Ex-Officio)","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Secretary","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Dr. Gurbinder Singh","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Permanent Invitee","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Shri Gautam Thapar","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"President, TIET","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"First India Place,","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Tower C, 5th Floor","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Mehrauli Gurgaon Road","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"GURGAON – 122 002.","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Controller of Examination","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"(Permanent Invitee)","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Dr. S.S. Bhatia","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"COE","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Special Invitees","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Dr. Padmakumar Nair","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Director, LMTSM","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/pages/board-of-governors"
<p>,"","http://thapar.edu/aboutus/pages/directorate"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/pages/directorate"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/pages/directorate"
<p>,"","http://thapar.edu/aboutus/pages/directorate"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/pages/directorate"
<p>,"","http://thapar.edu/aboutus/pages/directorate"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/pages/directorate"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/pages/directorate"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/pages/directorate"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/pages/directorate"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/pages/directorate"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/pages/directorate"
<p>,"","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/pages/deputy-director"
<p>,"","http://thapar.edu/aboutus/pages/deans"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/pages/deans"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/pages/deans"
<p>,"","http://thapar.edu/aboutus/pages/deans"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/pages/deans"
<p>,"","http://thapar.edu/aboutus/pages/deans"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/pages/deans"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/pages/deans"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/pages/deans"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/pages/deans"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/pages/deans"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/pages/deans"
<p>,"Organogram","http://thapar.edu/aboutus/pages/organogram"
<p>,"","http://thapar.edu/aboutus/pages/organogram"
<p>,"","http://thapar.edu/aboutus/pages/organogram"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/pages/organogram"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/pages/organogram"
<p>,"","http://thapar.edu/aboutus/pages/organogram"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/pages/organogram"
<p>,"","http://thapar.edu/aboutus/pages/organogram"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/pages/organogram"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/pages/organogram"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/pages/organogram"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/pages/organogram"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/pages/organogram"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/pages/organogram"
<p>,"Controller of Examination (CoE) is duly appointed by the Director of the Institute and shall work directly under the directions and control of the Director. The Controller of Examinations shall be the principal officer-in-charge of the conduct of examinations and test's of the Institute and declaration of their results. The Controller of Examination shall be responsible to perform functions like:","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/pages/controller-of-examination"
<p>,"1.","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Director,TIET","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(Ex-Officio) – Chairman","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Prakash Gopalan","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"2.","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Director, LMTSM","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(Derabassi Off campus)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Padmakumar Nair","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"3.","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Deputy Director","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(Ex-Officio)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Ajay Batish","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"4.","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Deans","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(Ex-Officio)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(a) Dean, Academic Affairs","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. S.S. Bhatia","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(b) Dean, Faculty Affairs","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. R.K. Sharma","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(c) Dean of Student Affairs","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Inderveer Chana","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(d) Dean of Research & Sponsored Projects","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(e) Dean of Contemporization and Accreditation","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Ajay Batish","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(f) Dean of Resource Mobilization & Organization Effectiveness","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Padmakumar Nair","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"5.","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Controller of Examination (Ex-Officio)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. S.S. Bhatia","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"6.","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Head of Departments / Schools (Ex-Officio)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(a)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Biotechnology","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Moushumi Ghosh","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(b)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Chemical Engineering","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(c)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Civil Engineering","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(d)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Computer Science & Engineering","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Maninder Singh","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(e)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Electronics & Communication Engineering","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Alpana Aggarwal","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(f)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Electrical & Instrumentation Engineering","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. R. S. Kaler","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(g)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Department of Mechanical Engineering","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. T.P Singh","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"(h)","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"School of Chemistry & Biochemistry","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
<p>,"Dr. Amjad Ali","http://thapar.edu/aboutus/pages/planning-and-monitoring-board"
